URL,Question,Answer
https://docs.aws.amazon.com/vpc/latest/userguide/managed-prefix-lists.html,What are managed prefix lists in Amazon VPC and how can they be utilized?,"Managed prefix lists in Amazon VPC are sets of CIDR blocks that simplify the configuration and maintenance of security groups and route tables. With managed prefix lists, users can consolidate frequently-used IP addresses into a list and reference this list within security group rules and routes, rather than inputting each IP address individually. This makes it easy to scale the network by updating the prefix list, which automatically updates all associated security groups. Users can create customer-managed prefix lists, which they have control over and can share with other AWS accounts, or they can use AWS-managed prefix lists, which are predefined by AWS for specific AWS services and cannot be altered by the user. These prefix lists are region-specific and subject to certain rules and quotas. Additionally, utilizing AWS Identity and Access Management (IAM), users can assign permissions to work with prefix lists without the ability to create or delete them."
https://docs.aws.amazon.com/vpc/latest/userguide/working-with-managed-prefix-lists.html,How does one go about creating a customer-managed prefix list in Amazon Virtual Private Cloud?,"To create a prefix list in Amazon Virtual Private Cloud (Amazon VPC), you must open the Amazon VPC console, navigate to 'Managed Prefix Lists', and choose 'Create prefix list'. You are then required to specify the prefix list name, choose the maximum number of entries it can support, select the address family (IPv4 or IPv6), and add CIDR blocks with their descriptions for each entry. Optionally, you can tag the prefix list for easier identification later on. The process is completed by choosing 'Create prefix list'. It is also possible to use the AWS Command Line Interface (CLI) with the 'create-managed-prefix-list' command to achieve the same result."
https://docs.aws.amazon.com/vpc/latest/userguide/working-with-aws-managed-prefix-lists.html,What are the purposes and limitations of AWS-managed prefix lists in Amazon VPC?,"AWS-managed prefix lists are created and maintained by AWS for use in Amazon VPC resources, such as security groups and route tables. These sets of IP address ranges provide simplified management of access rules associated with different AWS services. However, users of AWS-managed prefix lists face certain limitations. For instance, users cannot create, modify, share, or delete an AWS-managed prefix list. Furthermore, the incorporation of AWS-managed prefix lists into resources is limited by service quotassuch as the default quota of 60 rules for security groups and 50 routes for route tables. If the prefix list weightfor example, 55 for Amazon CloudFrontexceeds the available quota, users must request a quota increase to accommodate the list in their resources."
https://docs.aws.amazon.com/vpc/latest/userguide/sharing-managed-prefix-lists.html,What is the purpose and functionality of sharing prefix lists via AWS Resource Access Manager (AWS RAM)?,"AWS Resource Access Manager (AWS RAM) allows the owner of a prefix list to share it with specific AWS accounts, organizational units, or an entire organization within AWS Organizations. Shared prefix lists can be utilized by the consumers to view the list and its entries, and to reference the list in their AWS resources. Owners must have a resource share in AWS RAM to share a prefix list and consumers must either be in an organization with enabled sharing or accept an invitation to the resource share. Permissions differ for owners and consumers; owners manage the prefix list and monitor its usage, while consumers can view and reference the list but cannot modify it. Unsharing a prefix list removes consumer access to view or reference new entries in the list, but it does not affect the existing resources that referenced the prefix list prior to it being unshared. There are no additional charges from AWS for sharing prefix lists."
https://docs.aws.amazon.com/vpc/latest/userguide/managed-prefix-lists-referencing.html,How are prefix lists used within the AWS resources mentioned in the Amazon VPC User Guide?,"Prefix lists in AWS serve as a tool for managing network access and routing within various Amazon Web Services resources. For VPC security groups, they can be defined as the source for inbound rules or the destination for outbound rules. In subnet route tables, a prefix list can act as the destination for a route entry; however, it's important to note that this is not applicable to gateway route tables. Similarly, in transit gateway route tables, prefix lists can specify a destination for a route. The AWS Network Firewall rule groups allow the inclusion of prefix lists as part of the criteria for inspecting network traffic with stateful rule groups. Lastly, Amazon Managed Grafana enables prefix lists to define inbound rules for requests to its workspaces, enhancing network access control. Instructions and further details can be found within specific sections of the documentation for each service."
https://docs.aws.amazon.com/vpc/latest/userguide/aws-ip-ranges.html,How does AWS provide current IP address ranges and what purpose does this information serve?,"AWS publishes its current IP address ranges in JSON format, which customers can use to identify and manage incoming and outgoing traffic to and from AWS services. This IP address information is particularly useful for allowing or denying traffic, enabling customers to perform egress filtering on their networks for certain AWS services. The JSON file includes details such as IPv4 and IPv6 prefixes, AWS regions, network border groups, and specific AWS services associated with each IP range. Not all AWS service IP ranges are included; only those that customers commonly require for egress filtering are published. Moreover, some AWS services may communicate using these published IP address ranges, either intra-service (e.g., Route 53 health checks) or with a customer's own network. Users can download and save this JSON file to track and compare subsequent changes according to the publication time noted within the file. These IP address ranges exclude those brought through BYOIP and may also be accessed through AWS-managed prefix lists."
https://docs.aws.amazon.com/vpc/latest/userguide/vpc-migrate-ipv6.html,,NOT ENOUGH INFORMATION
https://docs.aws.amazon.com/vpc/latest/userguide/aws-ipv6-support.html,"What is the purpose of Amazon Virtual Private Cloud (Amazon VPC) supporting IPv6, and how does it offer flexibility to its users in configuring their network?","As the internet expands, there is an increasing demand for IP addresses, which has led to the development of IPv6, providing a larger address space than the former IPV4. Amazon Virtual Private Cloud (Amazon VPC) accommodates this growth by supporting IPv6, which includes configurations for dual-stack (IPv4 and IPv6) or IPv6-only, offering flexibility for users to launch AWS resources in a logically isolated environment. VPC enables the creation of subnets that can be configured as IPv4 only, dual-stack, or IPv6 only. Moreover, AWS services provide access through public endpoints, and some services also allow access via private endpoints using AWS PrivateLink. Even services that do not support IPv6 through their public endpoints might support it through private ones, demonstrating the comprehensive approach AWS takes to meet various networking requirements."
https://docs.aws.amazon.com/vpc/latest/userguide/configure-your-vpc.html,What is a Virtual Private Cloud (VPC) and how is it used in AWS?,"A virtual private cloud (VPC) is a virtual network specifically assigned to an individual AWS account and is designed to be logically isolated from other virtual networks within the AWS Cloud. Users can launch various AWS resources like Amazon EC2 instances into their VPC. Each user account comes with a default VPC in every AWS Region, but users also have the option to create additional VPCs. A VPC covers all the Availability Zones within a Region and allows users to add one or more subnets in each Zone. VPCs can be configured with either IPv4 only or with dual stack (IPv4 and IPv6) IP address ranges. Every VPC automatically includes a set of default resources such as DHCP option set, network ACL, security group, and main route table, and users can create additional resources like custom route tables and internet gateways for their VPCs."
https://docs.aws.amazon.com/vpc/latest/userguide/default-vpc.html,What are the components and initial setup provided by Amazon when you start using a default Virtual Private Cloud (VPC)?,"When you start using Amazon VPC, AWS sets up a default VPC in each AWS Region complete with a variety of preconfigured components. This includes a VPC with a /16 IPv4 CIDR block offering up to 65,536 private IPv4 addresses, a /20 default subnet in each Availability Zone providing up to 4,096 addresses per subnet, and an internet gateway connected to your VPC. AWS also establishes a main route table with a route for all traffic to the internet gateway, creates a default security group and network access control list (ACL) for your VPC, and associates the default DHCP options set for your AWS account with your VPC. This comprehensive setup allows users to immediately begin launching EC2 instances and utilizing services such as Elastic Load Balancing, Amazon RDS, and Amazon EMR."
https://docs.aws.amazon.com/vpc/latest/userguide/create-vpc.html,What are the steps and options available when creating a VPC with Amazon VPC?,"When creating a VPC (Virtual Private Cloud) with Amazon VPC, one can choose from a variety of configuration options such as Availability Zones, CIDR blocks for IP addressing, DNS options including enabling DNS hostnames and DNS resolution, setting up an Internet gateway for public internet access, defining Name tags, and setting up NAT gateways for instances in private subnets to access the internet without allowing inbound traffic from the internet. Additionally, route tables to control network traffic, subnets within Availability Zones, and the tenancy option which determines whether instances run on shared or dedicated hardware can also be configured. One can create a VPC with additional resources using the console, with the option to let AWS choose configurations or customize them like the number of public and private subnets, NAT gateways, and tenancy. There's also the option to create a VPC only, without additional resources, as well as a dual-stack VPC with support for IPv4 and IPv6. The creation process includes detailed steps for tagging, previewing the setup, and ultimately using either the AWS Management Console or the AWS CLI to provision and configure the VPC and its components, offering examples for creating subnets, internet gateways, and setting up public and private networking elements."
https://docs.aws.amazon.com/vpc/latest/userguide/modify-vpcs.html,,NOT ENOUGH INFORMATION
https://docs.aws.amazon.com/vpc/latest/userguide/VPC_DHCP_Options.html,What is the purpose of DHCP option sets in Amazon VPC and how do they differ for IPv4 and IPv6 configurations?,"DHCP option sets in Amazon VPC are used to manage network configurations for devices within a virtual network, controlling aspects such as DNS servers, domain names, NTP servers, and enabling DNS resolution. While DHCP option sets allow an EC2 instance in a dual-stack subnet to retrieve only its IPv6 address from the Amazon IPv6 DHCP server without additional configurations like DNS server names or domain names, an EC2 instance in an IPv6-only subnet can retrieve both its IPv6 address and additional network configurations. For IPv4 configurations, Amazon DHCP servers can provide an entire IPv4 or IPv6 prefix to a network interface in a VPC using prefix delegation, but IPv4 prefix delegation isn't included in DHCP responses; instead, IPv4 prefixes can be obtained via the Instance Metadata Service (IMDS)."
https://docs.aws.amazon.com/vpc/latest/userguide/DHCPOptionSetConcepts.html,"What is the purpose of a DHCP option set in an Amazon VPC, and how does it affect instances within the VPC?","A DHCP option set is a collection of network settings critical for enabling resources in an Amazon Virtual Private Cloud (VPC), such as EC2 instances, to communicate within the virtual network. By default, each AWS Region provides a DHCP option set for VPCs, which includes configuration for domain name servers and a domain name, with the domain name servers preset to AmazonProvidedDNS. Without a DHCP option set, instances cannot access the internet as they lack DNS server configuration. Each VPC can only be associated with one DHCP option set, but a single set can be used by multiple VPCs. Custom DHCP option sets can also be created to include specific network settings, such as domain name servers, domain names, NTP servers, NetBIOS name servers, and NetBIOS node types. These settings ensure that instances have the correct time, name resolution for domain names, and can resolve NetBIOS names to IP addresses for Windows instances. When instances launch, they interact with the DHCP server to obtain an IP address lease and other network settings, and they connect to other devices in the network through the router configured for the VPC."
https://docs.aws.amazon.com/vpc/latest/userguide/DHCPOptionSet.html,,NOT ENOUGH INFORMATION
https://docs.aws.amazon.com/vpc/latest/userguide/vpc-dns.html,How does Amazon VPC provide DNS support and what are the implications of enabling DNS hostnames and DNS support attributes for an instance within a VPC?,"Amazon VPC provides DNS support through the Amazon Route 53 Resolver, which allows instances within a VPC to resolve domain names to IP addresses. When EC2 instances are launched, they receive private and, if configured, public DNS hostnames based on the DNS settings within the VPC. Two specific VPC attributes, enableDnsHostnames and enableDnsSupport, determine whether public DNS hostnames are assigned to instances with public IPs, and whether the VPC supports DNS resolution through the Amazon provided DNS server respectively. If both attributes are set to true, instances with public IP addresses will receive corresponding public DNS hostnames, and the Amazon Route 53 Resolver can resolve Amazon-provided private DNS hostnames. This configuration is essential for using custom DNS domain names in a private hosted zone within Route 53, as it allows for routing traffic to domain and subdomains within the VPC. Without both attributes set to true, instances will not receive public DNS hostnames and private DNS hostnames will not be resolvable by the Route 53 Resolver."
https://docs.aws.amazon.com/vpc/latest/userguide/network-address-usage.html,"What is Network Address Usage (NAU) in the context of Amazon Virtual Private Cloud (VPC), and how does it affect planning and monitoring the size of a VPC?","Network Address Usage (NAU) is a crucial metric in Amazon Virtual Private Cloud (VPC) that helps users plan and monitor the size of their virtual private networks. NAU is measured in units, with each unit contributing to the total NAU count that denotes the VPC's size. This metric is particularly important because there are VPC quota limits on the NAU that can constrain the VPC's size. The default maximum for a single VPC is 64,000 NAU units, which can be increased upon request to 256,000 units. For peered VPCs within the same region, a combined maximum of 128,000 NAU units is allowed by default, which can be requested to increase to 512,000 units. NAU units are allocated based on resources such as IPv4 and IPv6 addresses assigned to network interfaces, additional network interfaces, network load balancers, VPC endpoints, transit gateway attachments, Lambda functions, and more. Users can calculate NAU units to decide if workloads should be distributed across multiple VPCs and monitor NAU usage with Amazon CloudWatch to ensure they stay within quota limits."
https://docs.aws.amazon.com/vpc/latest/userguide/vpc-sharing.html,What is the purpose of Amazon VPC sharing and how does it function?,"Amazon VPC sharing allows multiple AWS accounts to launch their application resources such as Amazon EC2 instances, Amazon Relational Database Service (RDS) databases, Amazon Redshift clusters, and AWS Lambda functions within a centrally-managed Virtual Private Cloud (VPC). The VPC owner shares specific subnets with other accountswho become participantsthat are part of the same organization within AWS Organizations. This enables the participants to create, view, modify, and delete their own resources within the shared subnets but does not allow them to interfere with resources owned by the VPC owner or other participants. By using VPC sharing, organizations can simplify network topologies and interconnectivity for applications with similar trust boundaries, while also separating accounts for billing and access control purposes. Besides operational simplicity, it reduces the need to manage numerous VPCs. VPC sharing integrates with various AWS services and can utilize features like AWS PrivateLink, transit gateways, and VPC peering to further simplify the network structure."
https://docs.aws.amazon.com/vpc/latest/userguide/example-vpc-share.html,"In a scenario using Amazon VPC, how can Account A manage infrastructure for multiple member accounts, and how is subnet sharing visualized to the accounts that have been given access?","In a scenario where Account A manages the infrastructure for multiple member accounts in Amazon VPC, it uses the AWS Resource Access Manager to create Resource Shares of subnets: it shares public subnets with Account D (which has applications that need internet access) and private subnets with Accounts B and C (which have applications that do not require internet access). Account B, C, and D can create and control their resources within the shared subnets respectively, while each account can only see and manage the resources in the subnets shared with them. In the Amazon VPC interface, Account D sees the shared subnet with an indication that it is shared: the ""Owner"" column displays Account A's ID with the word ""shared"" beside it, signifying that the subnet is managed by Account A but is accessible to Account D."
https://docs.aws.amazon.com/vpc/latest/userguide/Extend_VPCs.html,"What are the benefits of using AWS Local Zones, Wavelength Zones, and Outposts?","AWS Local Zones, Wavelength Zones, and Outposts are designed to extend the capabilities of Amazon VPC resources to various locations worldwide, offering different benefits to meet specific needs. Local Zones allow for the placement of resources like compute and storage closer to end users, reducing latency. Wavelength Zones are tailored to developers building applications that require ultra-low latencies for 5G devices, as they deploy AWS services to the edge of 5G networks. Finally, AWS Outposts bring AWS services and infrastructure to virtually any on-premises facility, which is ideal for applications requiring low latency access to on-premises systems or local data processing and storage. These offerings enhance the overall cloud experience by providing flexible deployment options with low-latency access and localized computing power."
https://docs.aws.amazon.com/vpc/latest/userguide/delete-vpc.html,What are the necessary steps to delete a VPC using the AWS Management Console?,"To delete a VPC using the AWS Management Console, you must first ensure all instances are terminated and all resources that created a requester-managed network interface within the VPC are deleted, such as load balancers, NAT gateways, and various endpoints. In the console, you navigate to ""Your VPCs,"" select the VPC to be deleted, and choose ""Actions,"" followed by ""Delete VPC."" The system will then display any remaining resources that must be removed before deletion can proceed. If an optional Site-to-Site VPN connection exists, you can choose to delete it, unless it will be used with another VPC. Confirm the deletion by entering 'delete' when prompted."
https://docs.aws.amazon.com/vpc/latest/userguide/configure-subnets.html,"What is the function of subnets within an Amazon VPC, and how do they relate to the concept of Availability Zones?","A subnet in an Amazon Virtual Private Cloud (VPC) is a range of IP addresses that can be used to organize AWS resources, such as EC2 instances, within specific segments of the VPC. Subnets play a crucial role in the VPC's structure as they must reside completely within one Availability Zone and cannot span across multiple zones. This restriction aids in designing fault-tolerant systems since it allows resources to be launched in separate Availability Zones, thus protecting applications from the failure of any single zone."
https://docs.aws.amazon.com/vpc/latest/userguide/create-subnets.html,What steps are involved in creating a subnet in an Amazon Virtual Private Cloud (VPC)?,"To create a subnet in an Amazon Virtual Private Cloud (VPC), the user must first open the Amazon VPC console and navigate to the 'Subnets' section. From there, they should select 'Create subnet' and specify the VPC ID for which the subnet will be created. The user has the option to name the subnet and select an Availability Zone or leave it to AWS to choose. They must specify an IPv4 CIDR block unless they are creating an IPv6-only subnet. If the VPC has an associated IPv6 CIDR block, they can also choose an IPv6 CIDR block, ensuring it is within the netmask length specified for the VPC. After setting the IP addressing preferences, the subnet can be created. Once the subnet is established, additional configurations include setting up routing, modifying the subnet IP addresses, adjusting the IP addressing behavior, modifying the resource-based name settings, creating or modifying network ACLs, and sharing the subnet with other accounts."
https://docs.aws.amazon.com/vpc/latest/userguide/modify-subnets.html,,NOT ENOUGH INFORMATION
https://docs.aws.amazon.com/vpc/latest/userguide/subnet-cidr-reservation.html,,NOT ENOUGH INFORMATION
https://docs.aws.amazon.com/vpc/latest/userguide/route-table-options.html,What is the purpose of routing to an internet gateway in an Amazon VPC?,"In an Amazon Virtual Private Cloud (VPC), routing to an internet gateway is used to enable communication between a subnet within the VPC and the internet. By adding a route to the subnet's route table with a destination for either IPv4 (0.0.0.0/0) or IPv6 traffic (::/0), and a target set as the internet gateway ID (igw-xxxxxxxxxxxxxxxxx), the subnet effectively becomes a public subnet, allowing instances within that subnet to send and receive traffic from the internet. This configuration is a fundamental component for providing instances with access to the web. For additional details and setup guidance, references are made to further documentation on how to ""Connect to the internet using an internet gateway."""
https://docs.aws.amazon.com/vpc/latest/userguide/WorkWithRouteTables.html,,NOT ENOUGH INFORMATION
https://docs.aws.amazon.com/vpc/latest/userguide/middlebox-routing-console.html,"What is the purpose of the middlebox routing wizard in Amazon VPC, and how does it assist users?","The purpose of the middlebox routing wizard in Amazon Virtual Private Cloud (VPC) is to provide users with fine-grain control over the routing path of traffic entering or leaving their VPC, such as redirecting traffic to a security appliance. The wizard assists users by automatically creating the necessary route tables and routes, which are the hops needed to redirect traffic according to the users' requirements. These configurations can include routing to a middlebox appliance, like an Amazon EC2 instance configured as a security appliance, or to a Gateway Load Balancer. This tool simplifies the process of managing routing for specific traffic scenarios and ensures that the correct pathways are established for the traffic to flow through the designated appliances or services."
https://docs.aws.amazon.com/vpc/latest/userguide/working-with-routing-console.html,,NOT ENOUGH INFORMATION
https://docs.aws.amazon.com/vpc/latest/userguide/middlebox-routing-examples.html,,NOT ENOUGH INFORMATION
https://docs.aws.amazon.com/vpc/latest/userguide/internet-gateway-subnet.html,,NOT ENOUGH INFORMATION
https://docs.aws.amazon.com/vpc/latest/userguide/gwlb-route.html,How does the middlebox routing wizard facilitate the inspection of traffic using appliances in a security VPC on AWS?,"The middlebox routing wizard for a security VPC in Amazon Web Services facilitates traffic inspection by creating new route tables, adding necessary routes to these tables, and associating them with the corresponding gateway and subnet resources. It disassociates any current route tables connected with the subnets and re-associates the new ones created by the wizard, with tags indicating they were created by the middlebox routing wizard and their creation date. This process ensures that all traffic entering the VPC through the internet gateway, as well as traffic exiting the application subnet, is routed first to a Gateway Load Balancer endpoint for inspection before reaching its final destination, without modifying existing route tables."
https://docs.aws.amazon.com/vpc/latest/userguide/intra-vpc-route.html,How does the middlebox routing wizard facilitate traffic inspection between subnets in an Amazon VPC?,"To inspect traffic between subnets within an Amazon Virtual Private Cloud (VPC), a firewall appliance can be installed on an EC2 instance in a designated subnet. The middlebox routing wizard aids in this process by creating new custom route tables for the subnets that need to inspect each other's traffic, adding the necessary routes, disassociating any current route tables, and then reassociating the subnets with the newly-created route tables that direct traffic through the firewall appliance. The middlebox routing wizard also tags the route tables with the origin as ""Middlebox wizard"" and the creation date for future reference. These steps allow for the inspection of traffic between the subnets without altering the existing route tables, ensuring a smoother setup and integration of the traffic inspection mechanism."
https://docs.aws.amazon.com/vpc/latest/userguide/subnet-deleting.html,How can you delete a subnet in Amazon VPC?,"If you no longer require a subnet in Amazon Virtual Private Cloud (VPC), you can delete it following certain prerequisites and steps. It is imperative to ensure that no network interfaces are present within the subnet before deletion; this means that all instances must be terminated. To delete a subnet, you must first use the Amazon EC2 console to terminate all instances within it. Following that, you can navigate to the Amazon VPC console, select the 'Subnets' option from the navigation pane, choose the specific subnet you wish to delete, and then go through the 'Actions' to 'Delete subnet'. You will be asked to confirm the action by typing 'delete' and choosing 'Delete' to finalize the process. Additionally, you can delete a subnet using the AWS Command Line Interface (CLI) with the `delete-subnet` command."
https://docs.aws.amazon.com/vpc/latest/userguide/extend-intro.html,How can a virtual private cloud (VPC) be connected to other networks according to the Amazon VPC User Guide?,"According to the Amazon VPC User Guide, a virtual private cloud (VPC) can be connected to a variety of other networks including other VPCs, the internet, and on-premises networks. The guide explains that connections can be made through different methods such as internet gateways, which allow a VPC to connect to the internet, and NAT gateways, which enable instances within a private subnet to access the internet. Moreover, it details that VPCs can be interconnected via VPC peering or transit gateways, with the latter also facilitating connections to remote networks like data centers through VPN attachments or AWS Direct Connect. This information is visually supported by a diagram illustrating the connectivity options."
https://docs.aws.amazon.com/vpc/latest/userguide/VPC_Internet_Gateway.html,"What is an internet gateway in the context of Amazon Virtual Private Cloud, and how does it facilitate network communication?","An internet gateway is a critical VPC component in Amazon Virtual Private Cloud (AWS VPC) that provides a path for communication between a user's VPC and the internet. It is designed to be horizontally scaled, redundant, and highly available, ensuring that there are no availability risks or bandwidth constraints for network traffic. The internet gateway supports both IPv4 and IPv6 traffic, performing network address translation (NAT) for the former while the latter does not require NAT due to the global uniqueness of IPv6 addresses. For instances within public subnets to access the internet or to be accessed from the internet, they need to have a public IPv4 or an IPv6 address, and the internet gateway should be specified in the VPC route tables as the target for internet-routable traffic. Moreover, appropriate configurations such as security groups and network access control lists must allow the desired traffic flow."
https://docs.aws.amazon.com/vpc/latest/userguide/egress-only-internet-gateway.html,What is an egress-only internet gateway and how does it function within an Amazon VPC?,"An egress-only Internet gateway is a component within the Amazon Virtual Private Cloud (Amazon VPC) that facilitates outbound IPv6 traffic from instances in a VPC to the internet, while blocking unsolicited inbound IPv6 connections. This gateway is designed to be horizontally scaled, redundant, and highly available. When configured with a VPC, it routes outbound IPv6 traffic from instances through the gateway, and any response to that outbound communication is allowed back in, making it stateful. However, it prohibits the internet from initializing a connection with the instances. For IPv4 traffic, a NAT gateway is used instead. Security groups on instances and network ACLs can be used in conjunction with an egress-only internet gateway to further control traffic to and from the VPC subnet it services."
https://docs.aws.amazon.com/vpc/latest/userguide/vpc-nat.html,How do NAT devices function within Amazon VPC and what options does AWS provide for setting up NAT?,"NAT devices allow resources within private subnets of an Amazon VPC to initiate connections to the internet, other VPCs, or on-premises networks while preventing unsolicited inbound connections. They work by substituting the instances' source IPv4 addresses with the NAT device's address when outgoing traffic is sent, and reversely, translating the addresses back when receiving response traffic. AWS offers two NAT solutions: a managed NAT gateway, which is recommended due to its higher availability, better bandwidth, and ease of maintenance; or a self-managed NAT instance on an EC2 instance. However, NAT devices do not support IPv6 traffic, for which an egress-only internet gateway is advised."
